"rank","item","obs","au","np"
"1","1","0","0.384","0.112"
"2","2","0","0.026","0.008"
"3","3","-0","0.663","0.312"
"4","4","0","0.001","0.0001"
"5","5","0","0.134","0.043"
"6","6","0","0.502","0.078"
"7","7","0","0.099","0.014"
"8","8","0","0.397","0.186"
"9","9","0","0.795","0.476"
"10","10","0","0.001","2E-05"
"11","11","0","0","3E-19"
"12","12","0","0.623","0.255"
"13","13","0","0.002","1E-05"
"14","14","0","0.001","4E-05"
"15","15","0","0.001","3E-06"
"16","16","0","0","2E-20"
