"rank","item","obs","au","np"
"1","1","0","0.372","0.112"
"2","2","0","0.029","0.008"
"3","3","-0","0.688","0.315"
"4","4","0","0.0004","8E-05"
"5","5","0","0.136","0.043"
"6","6","0","0.504","0.078"
"7","7","0","0.093","0.014"
"8","8","0","0.393","0.186"
"9","9","0","0.795","0.486"
"10","10","0","0.002","2E-05"
"11","11","0","5E-29","2E-13"
"12","12","0","0.605","0.252"
"13","13","0","0.0004","5E-07"
"14","14","0","0.001","4E-05"
"15","15","0","0.014","6E-05"
"16","16","0","0.009","5E-05"
