"rank","item","obs","au","np"
"1","1","0","0.394","0.112"
"2","2","0","0.029","0.008"
"3","3","-0","0.672","0.313"
"4","4","0","0.005","0.0001"
"5","5","0","0.125","0.043"
"6","6","0","0.492","0.08"
"7","7","0","0.098","0.014"
"8","8","0","0.393","0.184"
"9","9","0","0.785","0.5"
"10","10","0","2E-07","4E-06"
"11","11","0","7E-12","4E-08"
"12","12","0","0.616","0.255"
"13","13","0","1E-28","2E-13"
"14","14","0","0.007","0.0001"
"15","15","0","4E-05","2E-05"
"16","16","0","0.0001","1E-05"
