"rank","item","obs","au","np"
"1","1","0","0.383","0.111"
"2","2","0","0.028","0.008"
"3","3","-0","0.673","0.314"
"4","4","0","0.003","0.0001"
"5","5","0","0.124","0.043"
"6","6","0","0.498","0.08"
"7","7","0","0.077","0.013"
"8","8","0","0.4","0.187"
"9","9","0","0.8","0.481"
"10","10","0","0.001","3E-05"
"11","11","0","0.001","5E-06"
"12","12","0","0.616","0.253"
"13","13","0","0.007","2E-05"
"14","14","0","0.001","2E-05"
"15","15","0","0.002","8E-08"
"16","16","0","0","3E-23"
