"rank","item","obs","au","np"
"1","1","0","0.376","0.111"
"2","2","0","0.028","0.008"
"3","3","-0","0.664","0.314"
"4","4","0","0.001","0.0001"
"5","5","0","0.115","0.042"
"6","6","0","0.523","0.08"
"7","7","0","0.078","0.014"
"8","8","0","0.417","0.185"
"9","9","0","0.8","0.48"
"10","10","0","0.0001","7E-06"
"11","11","0","1E-35","9E-15"
"12","12","0","0.613","0.254"
"13","13","0","0","2E-21"
"14","14","0","0.019","0.0002"
"15","15","0","2E-44","2E-16"
"16","16","0","1E-45","9E-17"
