"rank","item","obs","au","np"
"1","1","0","0.386","0.112"
"2","2","0","0.022","0.008"
"3","3","-0","0.668","0.315"
"4","4","0","0.008","0.0002"
"5","5","0","0.118","0.042"
"6","6","0","0.519","0.078"
"7","7","0","0.09","0.014"
"8","8","0","0.383","0.187"
"9","9","0","0.799","0.488"
"10","10","0","0.004","3E-05"
"11","11","0","4E-05","4E-06"
"12","12","0","0.629","0.254"
"13","13","0","1E-06","4E-07"
"14","14","0","0.018","0.0001"
"15","15","0","5E-05","3E-06"
"16","16","0","6E-05","3E-06"
