"rank","item","obs","au","np"
"1","1","0","0.393","0.112"
"2","2","0","0.024","0.008"
"3","3","-0","0.682","0.317"
"4","4","0","0.003","0.0001"
"5","5","0","0.125","0.043"
"6","6","0","0.522","0.08"
"7","7","0","0.087","0.013"
"8","8","0","0.392","0.186"
"9","9","0","0.786","0.49"
"10","10","0","2E-13","3E-08"
"11","11","0","6E-06","3E-06"
"12","12","0","0.593","0.25"
"13","13","0","0.002","2E-06"
"14","14","0","0.009","5E-05"
"15","15","0","2E-21","2E-13"
"16","16","0","0.0003","1E-06"
