"rank","item","obs","au","np"
"1","1","0","0.378","0.112"
"2","2","0","0.029","0.008"
"3","3","-0","0.679","0.316"
"4","4","0","0.003","0.0002"
"5","5","0","0.113","0.042"
"6","6","0","0.498","0.078"
"7","7","0","0.079","0.014"
"8","8","0","0.405","0.187"
"9","9","0","0.801","0.488"
"10","10","0","0.0004","6E-06"
"11","11","0","0","6E-18"
"12","12","0","0.617","0.25"
"13","13","0","3E-06","2E-06"
"14","14","0","0.001","2E-05"
"15","15","0","0.001","1E-05"
"16","16","0","0.001","2E-05"
