"rank","item","obs","au","np"
"1","1","0","0.376","0.11"
"2","2","0","0.022","0.007"
"3","3","-0","0.674","0.316"
"4","4","0","0.01","0.0002"
"5","5","0","0.119","0.043"
"6","6","0","0.504","0.079"
"7","7","0","0.112","0.014"
"8","8","0","0.377","0.185"
"9","9","0","0.795","0.487"
"10","10","0","0.001","3E-05"
"11","11","0","0","4E-28"
"12","12","0","0.634","0.256"
"13","13","0","2E-05","2E-06"
"14","14","0","0.0004","2E-05"
"15","15","0","0.002","1E-06"
"16","16","0","0.003","3E-06"
